Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extra,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Learning_Disabilities,Exam_Score,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male,Parental_Education_Level_College,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Estado,Nota_Previa
14.0,68.0,0,1,True,6.0,85.0,1,Yes,2.0,1,1,3.0,False,63,False,True,True,False,False,True,False,False,False,True,False,True,False,Reprobado,Aprobado
25.0,74.0,2,2,True,9.0,88.0,1,Yes,3.0,1,2,3.0,True,70,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
28.0,79.0,2,1,True,4.0,82.0,1,Yes,0.0,1,1,3.0,False,70,True,False,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
22.0,72.0,2,1,True,9.0,64.0,0,Yes,1.0,1,1,2.0,False,66,False,True,True,False,True,False,False,False,False,True,True,False,False,Aprobado,Reprobado
31.0,81.0,1,1,False,9.0,70.0,0,Yes,1.0,0,1,4.0,False,70,False,True,True,False,False,False,True,False,False,True,False,True,False,Aprobado,Aprobado
15.0,67.0,1,2,True,6.0,74.0,2,Yes,0.0,2,1,2.0,False,66,False,True,True,False,False,False,True,False,False,True,False,False,True,Aprobado,Aprobado
13.0,99.0,1,1,True,6.0,57.0,1,Yes,1.0,0,1,5.0,False,68,False,True,False,True,True,False,False,False,False,True,True,False,False,Aprobado,Reprobado
9.0,64.0,1,1,False,5.0,73.0,1,Yes,1.0,1,1,4.0,False,61,False,True,False,True,True,False,False,False,False,True,False,False,True,Reprobado,Aprobado
29.0,97.0,1,1,False,8.0,58.0,1,Yes,1.0,2,1,4.0,False,72,True,False,True,False,True,False,False,False,True,False,True,False,False,Aprobado,Reprobado
24.0,97.0,2,0,False,7.0,75.0,0,Yes,1.0,1,1,2.0,False,69,False,True,True,False,False,True,False,False,True,False,True,False,False,Aprobado,Aprobado
20.0,81.0,1,0,True,6.0,53.0,0,Yes,0.0,1,0,4.0,False,63,False,True,True,False,False,True,False,True,False,False,False,True,False,Reprobado,Reprobado
22.0,89.0,1,2,True,5.0,97.0,1,Yes,2.0,1,1,5.0,False,72,True,False,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
13.0,77.0,1,1,True,10.0,62.0,1,Yes,1.0,2,1,4.0,False,65,True,False,False,True,True,False,False,False,True,False,False,True,False,Aprobado,Reprobado
35.0,85.0,1,2,True,6.0,73.0,2,Yes,1.0,2,1,5.0,False,74,False,True,True,False,False,True,False,False,True,False,True,False,False,Aprobado,Aprobado
21.0,74.0,1,0,True,7.0,52.0,0,Yes,1.0,2,1,4.0,False,62,False,True,False,True,False,True,False,True,False,False,True,False,False,Reprobado,Reprobado
21.0,72.0,2,1,False,7.0,60.0,0,Yes,0.0,0,1,4.0,False,65,True,False,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Reprobado
24.0,83.0,0,2,False,6.0,85.0,0,Yes,1.0,0,2,4.0,False,68,False,True,True,False,False,True,False,False,True,False,False,True,False,Aprobado,Aprobado
23.0,80.0,1,0,True,6.0,56.0,1,Yes,3.0,1,1,2.0,True,66,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Reprobado
21.0,83.0,2,1,True,6.0,81.0,0,Yes,3.0,2,1,4.0,False,71,False,True,False,True,False,False,True,False,True,False,True,False,False,Aprobado,Aprobado
15.0,71.0,1,2,False,8.0,50.0,0,Yes,1.0,1,1,2.0,True,62,False,True,True,False,False,False,True,False,False,True,False,True,False,Reprobado,Reprobado
23.0,75.0,0,2,True,6.0,73.0,0,Yes,1.0,0,1,2.0,False,65,False,True,True,False,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
31.0,63.0,1,2,False,9.0,86.0,0,Yes,0.0,2,1,3.0,False,68,False,True,False,True,False,False,True,False,True,False,False,True,False,Aprobado,Aprobado
28.0,62.0,1,2,False,6.0,96.0,1,Yes,4.0,1,2,3.0,False,70,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
30.0,70.0,0,1,False,8.0,75.0,1,Yes,1.0,1,1,2.0,False,67,True,False,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
17.0,63.0,1,1,False,4.0,92.0,1,Yes,2.0,0,1,4.0,False,63,False,True,True,False,False,True,False,False,False,True,True,False,False,Reprobado,Aprobado
14.0,64.0,2,2,True,6.0,90.0,0,Yes,0.0,0,2,2.0,False,63,True,False,True,False,False,True,False,False,False,True,True,False,False,Reprobado,Aprobado
19.0,93.0,1,2,False,6.0,65.0,1,Yes,0.0,1,2,3.0,False,69,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
20.0,62.0,0,1,True,5.0,94.0,2,Yes,3.0,1,1,3.0,False,66,False,True,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Aprobado
27.0,86.0,1,1,True,7.0,82.0,0,Yes,2.0,0,1,3.0,False,70,False,True,True,False,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
10.0,71.0,1,1,True,7.0,55.0,2,Yes,2.0,0,2,3.0,False,63,False,True,True,False,True,False,False,False,False,True,False,False,True,Reprobado,Reprobado
29.0,95.0,0,1,True,4.0,97.0,1,Yes,0.0,1,1,4.0,True,72,True,False,True,False,True,False,False,False,True,False,False,False,True,Aprobado,Aprobado
19.0,79.0,2,1,True,10.0,59.0,0,Yes,1.0,1,1,3.0,True,65,False,True,False,True,True,False,False,False,True,False,False,True,False,Aprobado,Reprobado
17.0,72.0,1,2,True,7.0,74.0,0,Yes,2.0,2,1,4.0,False,67,False,True,False,True,False,False,True,True,False,False,False,False,True,Aprobado,Aprobado
14.0,81.0,1,1,True,7.0,73.0,0,No,1.0,2,1,3.0,True,63,True,False,False,True,False,True,False,False,True,False,False,False,True,Reprobado,Aprobado
10.0,75.0,2,1,False,9.0,81.0,1,Yes,3.0,0,2,5.0,False,65,False,True,True,False,False,True,False,False,False,True,True,False,False,Aprobado,Aprobado
25.0,83.0,1,1,True,8.0,83.0,1,Yes,2.0,0,1,1.0,True,67,False,True,True,False,False,True,False,False,True,False,False,True,False,Aprobado,Aprobado
20.0,65.0,1,0,True,7.0,62.0,2,Yes,0.0,1,1,0.0,True,80,False,True,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Reprobado
12.0,100.0,1,1,True,4.0,68.0,1,Yes,2.0,0,1,3.0,False,68,False,True,False,True,True,False,False,True,False,False,False,True,False,Aprobado,Aprobado
12.0,77.0,1,1,True,8.0,57.0,1,Yes,2.0,0,2,2.0,False,63,False,True,False,True,True,False,False,False,True,False,True,False,False,Reprobado,Reprobado
18.0,74.0,1,1,False,6.0,56.0,1,Yes,1.0,1,1,3.0,False,64,True,False,False,True,True,False,False,False,True,False,False,False,True,Reprobado,Reprobado
30.0,88.0,1,1,False,9.0,91.0,1,Yes,3.0,1,0,3.0,False,73,False,True,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
18.0,75.0,1,1,True,6.0,88.0,0,Yes,2.0,1,2,1.0,True,66,False,True,True,False,False,False,True,False,False,True,True,False,False,Aprobado,Aprobado
11.0,93.0,1,1,True,6.0,72.0,0,Yes,2.0,0,1,3.0,False,66,False,True,False,True,True,False,False,False,True,False,True,False,False,Aprobado,Aprobado
19.0,78.0,2,2,False,5.0,55.0,1,Yes,0.0,1,1,4.0,False,66,False,True,False,True,False,True,False,False,True,False,False,True,False,Aprobado,Reprobado
18.0,89.0,1,2,True,5.0,72.0,0,Yes,4.0,1,0,2.0,False,69,False,True,True,False,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
4.0,64.0,1,2,True,7.0,65.0,1,Yes,1.0,1,2,4.0,False,59,False,True,False,True,False,True,False,True,False,False,True,False,False,Reprobado,Aprobado
20.0,94.0,1,1,False,7.0,89.0,1,Yes,0.0,0,1,1.0,False,68,True,False,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
19.0,89.0,1,1,False,6.0,55.0,1,Yes,1.0,0,1,3.0,False,67,True,False,True,False,False,False,True,False,True,False,False,True,False,Aprobado,Reprobado
24.0,68.0,1,1,True,10.0,73.0,0,Yes,1.0,1,1,4.0,True,64,False,True,True,False,False,True,False,False,True,False,False,True,False,Reprobado,Aprobado
31.0,66.0,0,2,True,8.0,80.0,0,Yes,0.0,0,0,4.0,False,65,True,False,True,False,False,True,False,False,False,True,True,False,False,Aprobado,Aprobado
27.0,73.0,1,1,False,7.0,99.0,0,Yes,1.0,0,1,4.0,False,68,False,True,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Aprobado
18.0,99.0,1,2,True,4.0,54.0,0,Yes,0.0,1,1,3.0,False,70,False,True,False,True,False,False,True,False,True,False,False,False,True,Aprobado,Reprobado
13.0,70.0,1,1,False,8.0,56.0,1,Yes,2.0,1,2,0.0,False,62,False,True,False,True,False,True,False,False,False,True,False,True,False,Reprobado,Reprobado
35.0,78.0,2,0,True,10.0,99.0,1,Yes,1.0,0,1,2.0,False,72,True,False,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
20.0,61.0,1,0,True,7.0,70.0,0,Yes,1.0,1,1,4.0,False,62,True,False,True,False,False,True,False,False,True,False,False,False,True,Reprobado,Aprobado
20.0,76.0,2,2,True,6.0,87.0,0,Yes,1.0,0,1,4.0,False,68,False,True,False,True,False,False,True,False,True,False,True,False,False,Aprobado,Aprobado
20.0,83.0,2,1,False,7.0,89.0,1,Yes,3.0,0,2,4.0,False,69,True,False,True,False,False,True,False,False,False,True,True,False,False,Aprobado,Aprobado
21.0,98.0,2,1,False,5.0,66.0,0,Yes,3.0,2,2,5.0,False,73,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
19.0,81.0,2,2,False,8.0,61.0,0,Yes,3.0,1,1,5.0,False,69,True,False,False,True,False,False,True,False,False,True,True,False,False,Aprobado,Reprobado
17.0,93.0,1,1,True,9.0,64.0,1,Yes,1.0,1,1,3.0,False,67,False,True,True,False,False,True,False,False,True,False,False,True,False,Aprobado,Reprobado
17.0,82.0,1,0,False,6.0,88.0,0,Yes,2.0,0,0,3.0,False,65,True,False,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Aprobado
20.0,62.0,0,0,False,6.0,92.0,2,Yes,2.0,1,1,3.0,False,63,False,True,False,True,False,False,True,False,True,False,False,False,True,Reprobado,Aprobado
17.0,73.0,2,1,True,7.0,85.0,1,Yes,2.0,0,1,2.0,False,66,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
16.0,83.0,1,1,False,6.0,72.0,1,Yes,1.0,0,2,2.0,False,66,False,True,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Aprobado
21.0,98.0,1,2,False,5.0,63.0,0,Yes,0.0,0,2,2.0,False,70,False,True,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Reprobado
18.0,94.0,1,1,False,6.0,71.0,0,Yes,2.0,2,1,3.0,False,69,False,True,False,True,False,False,True,True,False,False,False,True,False,Aprobado,Aprobado
29.0,69.0,1,2,False,6.0,96.0,0,Yes,1.0,2,1,4.0,False,70,False,True,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
4.0,69.0,1,0,False,9.0,93.0,0,No,2.0,1,2,3.0,False,58,True,False,True,False,False,True,False,False,True,False,True,False,False,Reprobado,Aprobado
27.0,68.0,1,1,False,9.0,66.0,1,Yes,3.0,2,1,3.0,False,67,True,False,False,True,False,True,False,True,False,False,False,False,True,Aprobado,Aprobado
27.0,97.0,2,2,True,9.0,66.0,0,Yes,1.0,0,1,3.0,False,73,False,True,False,True,False,True,False,True,False,False,False,False,True,Aprobado,Aprobado
8.0,94.0,2,0,False,8.0,89.0,2,Yes,0.0,1,1,2.0,False,66,False,True,True,False,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
18.0,91.0,2,2,True,7.0,71.0,2,Yes,0.0,1,1,3.0,False,70,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
18.0,76.0,2,2,False,6.0,79.0,1,Yes,1.0,1,1,2.0,False,67,True,False,True,False,False,False,True,True,False,False,False,False,True,Aprobado,Aprobado
12.0,80.0,0,0,False,9.0,71.0,2,Yes,1.0,0,0,3.0,True,60,True,False,True,False,False,True,False,False,True,False,False,False,True,Reprobado,Aprobado
15.0,79.0,2,1,False,8.0,62.0,0,Yes,1.0,0,0,3.0,False,65,False,True,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Reprobado
13.0,70.0,1,1,False,5.0,59.0,1,Yes,0.0,1,2,2.0,False,63,True,False,True,False,False,False,True,False,False,True,False,False,True,Reprobado,Reprobado
31.0,80.0,2,2,True,6.0,57.0,0,Yes,1.0,1,2,3.0,False,72,True,False,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Reprobado
26.0,61.0,0,1,True,5.0,51.0,2,Yes,0.0,0,1,5.0,False,62,True,False,True,False,False,True,False,False,True,False,False,True,False,Reprobado,Reprobado
28.0,65.0,1,1,True,4.0,64.0,1,Yes,6.0,1,2,3.0,False,70,False,True,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Reprobado
24.0,95.0,2,0,True,8.0,59.0,1,Yes,2.0,0,2,1.0,False,70,False,True,False,True,True,False,False,False,True,False,True,False,False,Aprobado,Reprobado
13.0,90.0,1,1,False,5.0,63.0,1,Yes,0.0,0,1,4.0,False,64,False,True,True,False,False,True,False,False,True,False,False,True,False,Reprobado,Reprobado
17.0,77.0,1,1,True,6.0,54.0,0,Yes,3.0,0,1,4.0,False,64,False,True,False,True,False,True,False,False,True,False,False,True,False,Reprobado,Reprobado
23.0,81.0,1,0,True,7.0,67.0,1,Yes,0.0,1,2,5.0,False,67,True,False,True,False,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
13.0,75.0,1,2,True,7.0,76.0,2,Yes,1.0,1,2,1.0,False,64,False,True,False,True,False,True,False,False,True,False,True,False,False,Reprobado,Aprobado
24.0,90.0,1,1,True,6.0,97.0,0,Yes,1.0,2,2,4.0,False,72,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
19.0,91.0,1,0,False,9.0,67.0,1,Yes,0.0,1,1,3.0,False,66,True,False,True,False,True,False,False,False,False,True,True,False,False,Aprobado,Aprobado
18.0,91.0,1,1,False,5.0,52.0,1,Yes,2.0,1,1,4.0,False,66,False,True,True,False,False,True,False,False,True,False,True,False,False,Aprobado,Reprobado
24.0,89.0,1,2,True,5.0,68.0,1,Yes,0.0,0,2,2.0,False,71,False,True,True,False,False,False,True,False,False,True,False,False,True,Aprobado,Aprobado
23.0,68.0,0,0,False,8.0,91.0,1,Yes,5.0,0,1,5.0,False,66,False,True,True,False,False,False,True,False,False,True,True,False,False,Aprobado,Aprobado
18.0,74.0,1,0,True,6.0,67.0,2,Yes,2.0,0,2,2.0,False,64,False,True,False,True,False,True,False,False,False,True,False,True,False,Reprobado,Aprobado
27.0,79.0,1,0,False,6.0,65.0,0,Yes,0.0,1,1,2.0,False,66,True,False,False,True,True,False,False,False,False,True,True,False,False,Aprobado,Aprobado
14.0,73.0,1,0,True,5.0,96.0,0,Yes,1.0,0,1,3.0,False,62,False,True,True,False,False,True,False,False,True,False,True,False,False,Reprobado,Aprobado
24.0,90.0,1,1,False,8.0,65.0,1,Yes,4.0,0,1,4.0,False,70,False,True,False,True,False,True,False,False,True,False,False,True,False,Aprobado,Aprobado
24.0,73.0,1,1,True,7.0,99.0,1,Yes,3.0,1,2,3.0,False,69,True,False,True,False,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
18.0,66.0,2,1,False,7.0,92.0,1,Yes,2.0,0,1,4.0,False,65,True,False,False,True,False,True,False,False,True,False,False,True,False,Aprobado,Aprobado
22.0,76.0,2,1,True,6.0,84.0,2,Yes,2.0,1,2,3.0,False,70,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
12.0,99.0,2,2,True,6.0,80.0,1,No,0.0,2,1,3.0,False,70,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
26.0,69.0,1,1,True,7.0,61.0,1,Yes,1.0,2,2,2.0,False,67,False,True,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Reprobado
19.0,84.0,1,2,True,8.0,87.0,0,Yes,2.0,0,2,3.0,False,69,False,True,True,False,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
17.0,77.0,0,1,False,9.0,67.0,0,Yes,0.0,0,2,5.0,True,62,False,True,True,False,False,True,False,False,False,True,False,True,False,Reprobado,Aprobado
26.0,63.0,1,2,True,9.0,74.0,1,Yes,1.0,0,1,4.0,False,67,True,False,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
16.0,80.0,2,1,False,8.0,55.0,2,No,0.0,0,1,6.0,False,65,False,True,False,True,True,False,False,False,True,False,False,False,True,Aprobado,Reprobado
12.0,88.0,1,1,False,8.0,65.0,1,Yes,0.0,0,1,4.0,False,65,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
11.0,81.0,1,2,True,5.0,76.0,1,Yes,1.0,0,1,3.0,False,65,False,True,False,True,False,False,True,True,False,False,False,True,False,Aprobado,Aprobado
24.0,95.0,1,0,True,6.0,73.0,1,No,3.0,0,1,2.0,False,69,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
12.0,72.0,1,1,False,8.0,67.0,0,Yes,4.0,1,1,4.0,False,63,False,True,False,True,False,True,False,False,False,True,False,True,False,Reprobado,Aprobado
31.0,63.0,0,2,True,7.0,74.0,0,Yes,3.0,1,1,2.0,False,66,False,True,False,True,True,False,False,False,True,False,True,False,False,Aprobado,Aprobado
8.0,97.0,1,2,True,8.0,87.0,1,Yes,0.0,1,1,2.0,True,67,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
30.0,75.0,1,1,False,8.0,73.0,2,Yes,1.0,1,1,3.0,False,69,False,True,False,True,True,False,False,False,False,True,True,False,False,Aprobado,Aprobado
21.0,83.0,1,1,True,8.0,75.0,2,Yes,1.0,0,2,2.0,False,67,False,True,False,True,False,True,False,True,False,False,False,True,False,Aprobado,Aprobado
19.0,92.0,1,1,True,5.0,85.0,1,Yes,1.0,1,2,4.0,False,70,True,False,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
17.0,73.0,2,2,True,7.0,92.0,1,Yes,2.0,2,1,2.0,False,67,True,False,False,True,False,True,False,False,True,False,True,False,False,Aprobado,Aprobado
22.0,89.0,2,1,False,6.0,76.0,1,Yes,2.0,0,1,4.0,False,70,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
20.0,65.0,2,2,True,6.0,97.0,1,Yes,0.0,0,0,3.0,False,65,True,False,True,False,False,True,False,False,True,False,True,False,False,Aprobado,Aprobado
27.0,72.0,1,0,False,4.0,68.0,1,No,0.0,1,2,3.0,True,63,False,True,False,True,True,False,False,False,False,True,True,False,False,Reprobado,Aprobado
21.0,66.0,1,1,True,7.0,63.0,1,Yes,0.0,2,1,3.0,False,64,False,True,True,False,False,True,False,False,False,True,False,True,False,Reprobado,Reprobado
21.0,92.0,2,1,True,4.0,85.0,0,Yes,1.0,2,1,3.0,False,69,False,True,False,True,False,True,False,True,False,False,True,False,False,Aprobado,Aprobado
18.0,69.0,0,1,False,8.0,59.0,0,No,1.0,0,1,4.0,False,60,False,True,True,False,False,True,False,False,False,True,False,False,True,Reprobado,Reprobado
20.0,89.0,0,1,True,9.0,95.0,1,Yes,3.0,0,1,3.0,False,69,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
22.0,98.0,1,0,True,8.0,69.0,1,Yes,4.0,2,1,2.0,False,72,True,False,True,False,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
10.0,81.0,1,0,True,7.0,85.0,0,Yes,1.0,0,1,2.0,False,63,False,True,False,True,True,False,False,False,False,True,False,True,False,Reprobado,Aprobado
12.0,82.0,0,1,False,9.0,79.0,2,Yes,0.0,0,1,2.0,False,63,True,False,True,False,True,False,False,False,True,False,False,False,True,Reprobado,Aprobado
24.0,78.0,2,0,True,7.0,53.0,2,Yes,0.0,1,1,4.0,True,66,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Reprobado
21.0,73.0,1,1,False,6.0,85.0,1,Yes,6.0,1,2,5.0,False,70,False,True,False,True,True,False,False,False,False,True,False,True,False,Aprobado,Aprobado
19.0,79.0,1,2,True,7.0,90.0,1,Yes,1.0,2,1,4.0,False,68,False,True,True,False,True,False,False,True,False,False,True,False,False,Aprobado,Aprobado
20.0,84.0,1,1,True,10.0,99.0,0,Yes,2.0,1,1,3.0,False,69,True,False,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
22.0,99.0,1,1,True,5.0,71.0,2,Yes,0.0,1,2,4.0,False,72,False,True,True,False,True,False,False,False,False,True,False,True,False,Aprobado,Aprobado
17.0,98.0,0,2,False,5.0,75.0,0,Yes,1.0,0,0,3.0,True,67,True,False,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Aprobado
15.0,94.0,0,1,False,8.0,94.0,0,Yes,1.0,2,1,4.0,False,68,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
21.0,96.0,1,2,False,7.0,63.0,1,Yes,1.0,1,1,2.0,False,70,True,False,True,False,False,False,True,True,False,False,True,False,False,Aprobado,Reprobado
14.0,79.0,2,1,True,6.0,59.0,1,Yes,5.0,1,2,3.0,False,68,False,True,False,True,False,False,True,True,False,False,False,False,True,Aprobado,Reprobado
22.0,86.0,1,1,True,5.0,57.0,2,Yes,2.0,1,1,3.0,False,69,False,True,False,True,True,False,False,False,True,False,False,False,True,Aprobado,Reprobado
10.0,96.0,1,1,False,4.0,99.0,1,Yes,1.0,1,1,5.0,False,68,True,False,True,False,True,False,False,False,False,True,True,False,False,Aprobado,Aprobado
26.0,76.0,1,1,False,5.0,64.0,0,Yes,0.0,1,1,5.0,False,66,False,True,True,False,True,False,False,True,False,False,False,False,True,Aprobado,Reprobado
23.0,98.0,1,1,False,9.0,88.0,2,Yes,1.0,0,1,4.0,False,72,False,True,True,False,False,False,True,False,True,False,True,False,False,Aprobado,Aprobado
22.0,77.0,1,1,True,7.0,72.0,1,Yes,2.0,1,2,3.0,False,67,False,True,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
26.0,84.0,0,2,False,4.0,62.0,1,No,3.0,2,2,2.0,False,70,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Reprobado
30.0,88.0,2,1,True,9.0,96.0,1,Yes,1.0,1,2,3.0,True,73,True,False,False,True,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
26.0,98.0,1,0,True,9.0,73.0,2,Yes,1.0,2,0,6.0,False,73,False,True,False,True,False,False,True,False,True,False,False,True,False,Aprobado,Aprobado
9.0,70.0,1,1,False,9.0,78.0,0,Yes,1.0,1,0,2.0,False,60,False,True,True,False,False,True,False,False,False,True,False,True,False,Reprobado,Aprobado
12.0,90.0,1,2,False,6.0,61.0,0,Yes,2.0,1,2,3.0,False,67,False,True,False,True,True,False,False,False,False,True,False,True,False,Aprobado,Reprobado
16.0,81.0,2,1,True,7.0,66.0,1,Yes,3.0,2,2,4.0,False,69,True,False,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
20.0,71.0,1,0,False,7.0,87.0,2,Yes,1.0,1,1,5.0,False,65,False,True,False,True,False,True,False,False,False,True,True,False,False,Aprobado,Aprobado
23.0,91.0,0,2,True,9.0,67.0,0,Yes,2.0,0,1,4.0,False,70,False,True,True,False,False,True,False,False,False,True,False,True,False,Aprobado,Aprobado
16.0,82.0,2,2,True,6.0,75.0,0,Yes,3.0,1,1,3.0,False,68,False,True,True,False,True,False,False,False,True,False,False,True,False,Aprobado,Aprobado
21.0,86.0,1,0,False,6.0,56.0,1,Yes,1.0,0,2,2.0,False,66,True,False,True,False,True,False,False,False,False,True,True,False,False,Aprobado,Reprobado
15.0,73.0,0,2,True,8.0,93.0,1,Yes,1.0,0,2,4.0,False,65,False,True,False,True,True,False,False,True,False,False,False,False,True,Aprobado,Aprobado
16.0,79.0,0,1,True,9.0,87.0,1,Yes,1.0,0,1,2.0,False,64,False,True,True,False,True,False,False,False,True,False,False,True,False,Reprobado,Aprobado
12.0,85.0,2,2,True,7.0,88.0,2,Yes,1.0,0,1,0.0,False,67,False,True,True,False,True,False,False,True,False,False,False,True,False,Aprobado,Aprobado
14.0,76.0,2,1,True,8.0,59.0,0,Yes,3.0,1,1,5.0,False,65,True,False,False,True,False,True,False,False,True,False,False,True,False,Aprobado,Reprobado
12.0,68.0,2,2,True,7.0,75.0,1,Yes,1.0,1,0,4.0,False,64,True,False,False,True,False,True,False,False,False,True,False,False,True,Reprobado,Aprobado
14.0,98.0,2,2,False,7.0,51.0,1,Yes,0.0,1,0,1.0,True,67,False,True,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Reprobado
26.0,80.0,1,0,True,6.0,66.0,1,Yes,2.0,2,1,4.0,False,70,False,True,False,True,False,False,True,False,False,True,False,True,False,Aprobado,Aprobado
14.0,89.0,1,0,True,5.0,67.0,0,No,3.0,0,0,3.0,False,63,True,False,True,False,False,True,False,True,False,False,False,True,False,Reprobado,Aprobado
36.0,76.0,1,1,False,6.0,96.0,1,Yes,1.0,0,1,2.0,False,71,True,False,False,True,True,False,False,False,False,True,False,True,False,Aprobado,Aprobado
23.0,74.0,2,0,False,6.0,100.0,0,Yes,2.0,2,0,3.0,False,68,True,False,False,True,False,True,False,False,False,True,False,False,True,Aprobado,Aprobado
21.0,76.0,1,1,False,7.0,81.0,1,Yes,0.0,1,2,2.0,False,67,True,False,True,False,True,False,False,False,True,False,False,False,True,Aprobado,Aprobado
15.0,76.0,2,2,True,9.0,76.0,1,Yes,1.0,1,2,2.0,False,67,False,True,True,False,False,False,True,True,False,False,False,True,False,Aprobado,Aprobado
24.0,82.0,0,1,True,7.0,72.0,1,Yes,0.0,1,2,2.0,False,68,False,True,True,False,False,False,True,False,True,False,False,False,True,Aprobado,Aprobado
17.0,82.0,2,1,False,6.0,51.0,1,Yes,1.0,0,1,3.0,False,66,False,True,False,True,False,False,True,False,True,False,False,False,True,Aprobado,Reprobado
21.0,80.0,1,1,True,8.0,90.0,1,Yes,0.0,1,1,4.0,False,68,False,True,False,True,True,False,False,False,False,True,True,False,False,Aprobado,Aprobado
35.0,65.0,2,1,True,7.0,84.0,2,Yes,0.0,1,1,2.0,False,70,False,True,False,True,False,True,False,False,True,False,False,False,True,Aprobado,Aprobado
19.0,80.0,0,0,False,8.0,82.0,1,Yes,5.0,0,0,3.0,False,67,False,True,False,True,True,False,False,False,False,True,False,False,True,Aprobado,Aprobado
27.0,67.0,0,1,True,6.0,90.0,1,Yes,2.0,2,2,3.0,False,67,True,False,False,True,False,True,False,False,True,False,False,True,False,Aprobado,Aprobado
16.0,65.0,0,2,False,9.0,96.0,0,Yes,2.0,0,1,2.0,False,62,False,True,False,True,False,True,False,False,False,True,True,False,False,Reprobado,Aprobado
20.0,97.0,1,2,False,9.0,69.0,0,Yes,0.0,0,0,3.0,True,67,False,True,False,True,False,True,False,False,False,True,True,False,False,Aprobado,Aprobado
31.0,84.0,1,2,False,7.0,71.0,0,Yes,4.0,0,1,4.0,False,70,False,True,False,True,False,True,False,True,False,False,True,False,False,Aprobado,Aprobado
